"Nome","gênero","Ano","Posição"
"Adam Meyerson","M",2001,0
"Johann A. Makowsky","M",2001,0
"Vida Dujmovic","F",2001,0
"Gianluca De Marco","M",2001,0
"Christos H. Papadimitriou","M",2001,0
"Eran Halperin","M",2001,0
"Moni Naor","F",2001,0
"Alon Efrat","M",2001,0
"Francis Y. L. Chin","M",2001,0
"Haim Kaplan","M",2001,0
"Pankaj K. Agarwal","M",2001,0
"Noga Alon","F",2001,0
"Ulrich Meyer","M",2001,0
"David Liben-Nowell","M",2001,0
"Chen Li 0003","M",2001,0
"Vijay Raghavan 0002","M",2001,0
"Erik D. Demaine","M",2001,0
"Sudipto Guha","M",2001,0
"Therese C. Biedl","F",2001,0
"Esther M. Arkin","F",2001,0
"Allan Borodin","M",2001,0
"Eran Halperin","M",2001,0
"Menelaos I. Karavelas","M",2001,0
"Yi-Ting Chiang","F",2001,0
"Piotr Berman","M",2001,0
"Ernst Althaus","M",2001,0
"Ulrich Meyer","M",2001,0
"Anil Maheshwari","M",2001,0
"Sunil Arya","M",2001,0
"David Hart","M",2002,0
"Alon Efrat","M",2002,0
"Pankaj K. Agarwal","M",2002,0
"Yoshiharu Kohayakawa","M",2002,0
"Sandy Irani","F",2002,0
"Ekkehard Köhler","M",2002,0
"Ojas Parekh","M",2002,0
"Cristopher Moore","M",2002,0
"Camil Demetrescu","M",2002,0
"Giovanni Rinaldi","M",2002,0
"Amotz Bar-Noy","M",2002,0
"József Beck","M",2002,0
"Mayur Datar","M",2002,0
"Michelangelo Grigni","M",2002,0
"Tamal K. Dey","M",2002,0
"Jeff Erickson","M",2002,0
"Vilhelm Dahllöf","M",2002,0
"Sanjeev Arora","M",2002,0
"Haim Kaplan","M",2002,0
"Jérémy Barbay","M",2002,0
"Edward J. Anderson","M",2002,0
"Ross M. McConnell","M",2002,0
"Edith Cohen","F",2002,0
"Vladlen Koltun","M",2002,0
"Victor Chepoi","M",2002,0
"Béla Csaba","F",2002,0
"Leszek Gasieniec","M",2002,0
"Rajeev Raman","M",2002,0
"Piotr Berman","M",2002,0
"Shankar Krishnan","M",2002,0
"George Karakostas","M",2002,0
"Friedrich Eisenbrand","M",2002,0
"Piotr Berman","M",2002,0
"Reuven Bar-Yehuda","M",2002,0
"Rasmus Pagh","M",2002,0
"Amotz Bar-Noy","M",2002,0
"Amos Fiat","M",2002,0
"Krzysztof Diks","M",2002,0
"Eran Halperin","M",2002,0
"Uri Zwick","M",2002,0
"Anil Maheshwari","M",2002,0
"Gerth Stølting Brodal","M",2002,0
"Michael A. Bender","M",2002,0
"Tetsuo Asano","M",2002,0
"Adam Kalai","M",2002,0
"Irene Finocchi","F",2002,0
"Timothy M. Chan","M",2002,0
"Petr Kolman","M",2002,0
"Eric Lehman","M",2002,0
"Lars Engebretsen","M",2002,0
"Matthew Andrews","M",2002,0
"Sudipto Guha","M",2002,0
"Timothy M. Chan","M",2002,0
"Cédric Adjih","M",2002,0
"Adam L. Buchsbaum","M",2002,0
"Noga Alon","F",2002,0
"Parikshit Gopalan","M",2002,0
"Haim Kaplan","M",2002,0
"April Rasala","F",2002,0
"Maxime Crochemore","M",2002,0
"Steven S. Seiden","M",2002,0
"Uri Zwick","M",2002,0
"Rahul Shah","M",2002,0
"Fan R. K. Chung","F",2002,0
"Tomás Feder","M",2002,0
"Ryan Williams 0001","M",2002,0
"Esther M. Arkin","F",2002,0
"Darin Goldstein","M",2002,0
"Sudipto Guha","M",2002,0
"Amitai Armon","M",2002,0
"Kunihiko Sadakane","M",2002,0
"Avrim Blum","M",2002,0
"Markus Bläser","M",2002,0
"Stefan Funke","M",2002,0
"Aaron Archer","M",2002,0
"Ryan B. Hayward","M",2002,0
"Don Coppersmith","M",2002,0
"Pankaj K. Agarwal","M",2002,0
"Adam Kalai","M",2002,0
"Igor Pak","M",2002,0
"Csaba D. Tóth","M",2002,0
"Piotr Indyk","M",2002,0
"Gianluca Della Vedova","M",2002,0
"Ziv Bar-Yossef","M",2002,0
"Satoru Iwata","M",2002,0
"Eleni Drinea","F",2002,0
"Stephen Alstrup","M",2002,0
"Philip N. Klein","M",2002,0
"Moses Charikar","M",2002,0
"Thomas Erlebach","M",2002,0
"Piotr Berman","M",2002,0
"Lars Engebretsen","M",2002,0
"Graham Cormode","M",2002,0
"Sven Oliver Krumke","M",2002,0
"Harold N. Gabow","M",2002,0
"Tim Roughgarden","M",2002,0
"Amotz Bar-Noy","M",2002,0
"Liam Roditty","M",2002,0
"Sunil Arya","M",2002,0
"Sunghee Choi","F",2002,0
"Ziv Bar-Yossef","M",2002,0
"Sudipto Guha","M",2002,0
"Micah Adler","M",2002,0
"Michal Katz","M",2002,0
"Avrim Blum","M",2002,0
"Artur Czumaj","M",2002,0
"Seth Pettie","M",2002,0
"Leonid Zosin","M",2002,0
"Shimon Even","M",2002,0
"Brian Babcock","M",2002,0
"Guy Even","M",2002,0
"Jeff Edmonds","M",2002,0
"Avrim Blum","M",2002,0
"Michael A. Bender","M",2002,0
"Noga Alon","F",2002,0
"Seth Pettie","M",2002,0
"Joachim Gudmundsson","M",2002,0
"Colin Cooper","M",2002,0
"Alexander Gamburd","M",2002,0
"Allan Borodin","M",2002,0
"Lisa Fleischer","F",2003,0
"Eran Halperin","M",2003,0
"Olivier Devillers","M",2003,0
"Fedor V. Fomin","M",2003,0
"Petros Drineas","M",2003,0
"Nir Andelman","M",2003,0
"Jesper Makholm Byskov","M",2003,0
"Adrian Dumitrescu","M",2003,0
"Susanne Albers","F",2003,0
"Gill Barequet","F",2003,0
"Sriram V. Pemmaraju","M",2003,0
"James Aspnes","M",2003,0
"Christian Worm Mortensen","M",2003,0
"Carla P. Gomes","F",2003,0
"Amotz Bar-Noy","M",2003,0
"Piotr Berman","M",2003,0
"Ming Li 0001","M",2003,0
"Daniel K. Blandford","M",2003,0
"William Aiello","M",2003,0
"Ronald Fagin","M",2003,0
"George S. Lueker","M",2003,0
"Yijie Han","M",2003,0
"Liam Roditty","M",2003,0
"Mihai Badoiu","M",2003,0
"Enoch Peserico","M",2003,0
"Benjamin Doerr","M",2003,0
"Sandy Irani","F",2003,0
"Friedrich Eisenbrand","M",2003,0
"Aaron Archer","M",2003,0
"Noga Alon","F",2003,0
"Ravi Kumar 0001","M",2003,0
"David Eppstein","M",2003,0
"Piotr Indyk","M",2003,0
"Chandra Chekuri","M",2003,0
"Richard Cole 0001","M",2003,0
"Chris Peikert","M",2003,0
"Helmut Alt","M",2003,0
"Lisa Fleischer","F",2003,0
"Chandra Chekuri","M",2003,0
"Bettina Speckmann","F",2003,0
"Yair Bartal","M",2003,0
"Guy E. Blelloch","M",2003,0
"Mihai Badoiu","M",2003,0
"Aaron Archer","M",2003,0
"Alan M. Frieze","M",2003,0
"Anupam Gupta","M",2003,0
"Colin Cooper","M",2003,0
"Moshe Lewenstein","M",2003,0
"Surender Baswana","M",2003,0
"Valerie King","F",2003,0
"Lali Barrière","F",2003,0
"Chaitanya Swamy","M",2003,0
"John Hershberger","M",2003,0
"William Hesse","M",2003,0
"Harold N. Gabow","M",2003,0
"Anna C. Gilbert","F",2003,0
"Harry Buhrman","M",2003,0
"Mikkel Thorup","M",2003,0
"Mikkel Thorup","M",2003,0
"Roberto Grossi","M",2003,0
"James D. Fix","M",2003,0
"Stephen Alstrup","M",2003,0
"Mohammad R. Salavatipour","M",2003,0
"Abraham Flaxman","M",2003,0
"Anupam Gupta","M",2003,0
"Marcel Dhiflaoui","M",2003,0
"Michael Elkin","M",2003,0
"Edith Cohen","F",2003,0
"Persi Diaconis","M",2003,0
"Hung Q. Ngo 0001","M",2003,0
"Gianni Franceschini","M",2003,0
"Markus Bläser","M",2003,0
"Andreas S. Schulz","M",2003,0
"Kamal Jain","M",2003,0
"Venkatesan Guruswami","M",2003,0
"Alexandr Andoni","M",2003,0
"Andrew V. Goldberg","M",2003,0
"Raffaella Gentilini","F",2003,0
"Avrim Blum","M",2003,0
"Artur Czumaj","M",2003,0
"Richard J. Lipton","M",2003,0
"Sean Curran","M",2003,0
"Peter Winkler","M",2003,0
"Ian H. Witten","M",2003,0
"Leonidas J. Guibas","M",2003,0
"Menelaos I. Karavelas","M",2003,0
"Yoo Ah Kim","F",2003,0
"Jean-Daniel Boissonnat","M",2003,0
"Uli Wagner 0001","M",2003,0
"Béla Bollobás","F",2003,0
"Günter Rote","M",2003,0
"Dieter Kratsch","M",2003,0
"Dieter Kratsch","M",2003,0
"Raja Jothi","M",2003,0
"Marshall W. Bern","M",2003,0
"Joachim Giesen","M",2003,0
"Don Coppersmith","M",2003,0
"Gerth Stølting Brodal","M",2003,0
"Wim van Dam","M",2003,0
"Robert Krauthgamer","M",2003,0
"Devdatt P. Dubhashi","M",2003,0
"Sergei Bespamyatnikh","M",2003,0
"Béla Bollobás","F",2003,0
"Ashish Goel","M",2003,0
"Sampath Kannan","M",2003,0
"Nikhil Bansal","M",2003,0
"Venkatesan Guruswami","M",2003,0
"Mary Cryan","F",2003,0
"Prasanna Ganesan","M",2004,0
"Klaus Jansen","M",2004,0
"László Babai","M",2004,0
"David Gamarnik","M",2004,0
"Surender Baswana","M",2004,0
"Baruch Awerbuch","M",2004,0
"Pankaj K. Agarwal","M",2004,0
"Carlos Brito","M",2004,0
"René Beier","M",2004,0
"Roberto Grossi","M",2004,0
"Michael A. Bender","M",2004,0
"Erik D. Demaine","M",2004,0
"Nayantara Bhatnagar","F",2004,0
"Daniel Král","M",2004,0
"Dimitris Achlioptas","M",2004,0
"Amotz Bar-Noy","M",2004,0
"Benjamin Doerr","M",2004,0
"Nicole Immorlica","F",2004,0
"Leah Epstein","F",2004,0
"Markus Bläser","M",2004,0
"Michel X. Goemans","M",2004,0
"Bernard Chazelle","M",2004,0
"Edith Elkind","F",2004,0
"Guy Kindler","M",2004,0
"Geir Agnarsson","M",2004,0
"Jiawei Zhang","F",2004,0
"Nikhil Bansal","M",2004,0
"Tugkan Batu","M",2004,0
"Sriram V. Pemmaraju","M",2004,0
"Tim Roughgarden","M",2004,0
"Loukas Georgiadis","M",2004,0
"Tracy Kimbrel","F",2004,0
"Sándor P. Fekete","M",2004,0
"Joseph Naor","M",2004,0
"Sashka Davis","F",2004,0
"Yuval Emek","M",2004,0
"Marek Chrobak","M",2004,0
"David Galvin","M",2004,0
"Jon M. Kleinberg","M",2004,0
"Otfried Cheong","M",2004,0
"Fabio Martinelli","M",2004,0
"Robert W. Irving","M",2004,0
"James Allen Fill","M",2004,0
"Lisa Fleischer","F",2004,0
"Erik D. Demaine","M",2004,0
"Umut A. Acar","M",2004,0
"James B. Orlin","M",2004,0
"Kevin C. Zatloukal","M",2004,0
"Artur Czumaj","M",2004,0
"Bernard Chazelle","M",2004,0
"Don Coppersmith","M",2004,0
"Henry C. Lin","M",2004,0
"Aaron Archer","M",2004,0
"Noga Alon","F",2004,0
"René Beier","M",2004,0
"William S. Evans","M",2004,0
"Raphael Yuster","M",2004,0
"Mihai Badoiu","M",2004,0
"Edith Cohen","F",2004,0
"Wangqi Qiu","M",2004,0
"Ganeshkumar Ganapathy","M",2004,0
"Erik D. Demaine","M",2004,0
"Peter Winkler","M",2004,0
"Gianni Franceschini","M",2004,0
"Daniel K. Blandford","M",2004,0
"David Eppstein","M",2004,0
"Pankaj K. Agarwal","M",2004,0
"Kasturi R. Varadarajan","F",2004,0
"Noa Agmon","F",2004,0
"Wenceslas Fernandez de la Vega","M",2004,0
"Eti Ezra","F",2004,0
"Frédérique Bassino","F",2004,0
"David P. Woodruff","M",2004,0
"Manuel Bodirsky","M",2004,0
"Mikkel Thorup","M",2004,0
"Noga Alon","F",2004,0
"David B. Shmoys","M",2004,0
"Lap Chi Lau","M",2004,0
"Robert Krauthgamer","M",2004,0
"Kathie Cameron","F",2004,0
"Cristopher Moore","M",2004,0
"Cristopher Moore","M",2004,0
"Qi Cheng","M",2004,0
"Harold N. Gabow","M",2004,0
"Joachim von zur Gathen","M",2004,0
"Jean-François Macq","M",2004,0
"Parinya Chalermsook","M",2004,0
"Venkatesan Guruswami","M",2004,0
"Mihai Patrascu","M",2004,0
"Steve Chien","M",2004,0
"Thomas P. Hayes","M",2004,0
"Ernst Althaus","M",2004,0
"Camil Demetrescu","M",2004,0
"Stavros D. Nikolopoulos","M",2004,0
"Mordecai J. Golin","M",2004,0
"Samir Khuller","M",2004,0
"Ross M. McConnell","M",2004,0
"David Eppstein","M",2004,0
"José R. Correa","M",2004,0
"Howard J. Karloff","M",2004,0
"Raymond Laflamme","M",2004,0
"Gagan Aggarwal","M",2004,0
"Piotr Indyk","M",2004,0
"Erik D. Demaine","M",2004,0
"László Babai","M",2004,0
"April Rasala Lehman","F",2004,0
"Deepak Bandyopadhyay","M",2004,0
"Harold N. Gabow","M",2004,0
"Anne Berry","F",2004,0
"Rajeev Motwani","M",2004,0
"Ran Mendelson","M",2004,0
"Kazuo Iwama","M",2004,0
"Jeff Edmonds","M",2004,0
"Volkan Isler","M",2004,0
"Matthew Andrews","M",2004,0
"Ittai Abraham","M",2004,0
"Timothy M. Chan","M",2004,0
"Richard F. Geary","M",2004,0
"Michael Molloy","M",2004,0
"Nikhil Bansal","M",2004,0
"Paolo Ferragina","M",2004,0
"Krishnendu Chatterjee","M",2004,0
"Chaitanya Swamy","M",2004,0
"Gary L. Miller","M",2004,0
"Yair Bartal","M",2004,0
"Eyal Ackerman","M",2004,0
"Michael Elkin","M",2004,0
"Jason McCullough","M",2004,0
"Stephen Eubank","M",2004,0
"Yair Bartal","M",2004,0
"Xiaojie Gao","F",2004,0
"Kirsten Hildrum","F",2004,0
"Thomas P. Hayes","M",2005,0
"Robert D. Kleinberg","M",2005,0
"Christos H. Papadimitriou","M",2005,0
"Éric Fusy","M",2005,0
"Christos H. Papadimitriou","M",2005,0
"Aleksandrs Slivkins","M",2005,0
"László A. Végh","M",2005,0
"Uriel Feige","M",2005,0
"Andrew V. Goldberg","M",2005,0
"Andrew V. Goldberg","M",2005,0
"Jeff Erickson","M",2005,0
"Julia Chuzhoy","F",2005,0
"Elitza N. Maneva","F",2005,0
"David Gamarnik","M",2005,0
"Shuchi Chawla","F",2005,0
"John C. Baez","M",2005,0
"Nikhil Bansal","M",2005,0
"Baruch Awerbuch","M",2005,0
"Damon Mosk-Aoyama","M",2005,0
"Robert D. Kleinberg","M",2005,0
"Harold N. Gabow","M",2005,0
"Günter Rote","M",2005,0
"Soumen Chakrabarti","M",2005,0
"Robert Endre Tarjan","M",2005,0
"David J. Abraham","M",2005,0
"Stefanie Gerke","F",2005,0
"Venkatesan Guruswami","M",2005,0
"Moses Charikar","M",2005,0
"Pankaj K. Agarwal","M",2005,0
"Jesper Jansson","M",2005,0
"Daniel K. Blandford","M",2005,0
"Boris Aronov","M",2005,0
"Abraham Flaxman","M",2005,0
"Yonatan Aumann","M",2005,0
"Sunil Arya","M",2005,0
"Avrim Blum","M",2005,0
"David Eppstein","M",2005,0
"Masao Hara","M",2005,0
"Ron Lavi","M",2005,0
"Luca Becchetti","M",2005,0
"Anthony Man-Cho So","M",2005,0
"Tomokazu Imamura","M",2005,0
"Ara Hayrapetyan","F",2005,0
"Benjamin Doerr","M",2005,0
"Joan Feigenbaum","F",2005,0
"Anna Pagh","F",2005,0
"Nicole Immorlica","F",2005,0
"Eyal Even-Dar","M",2005,0
"Loukas Georgiadis","M",2005,0
"Martin Kochol","M",2005,0
"Tim Roughgarden","M",2005,0
"Peter Sanders","M",2005,0
"Brian C. Dean","M",2005,0
"Don Coppersmith","M",2005,0
"Guy Kortsarz","M",2005,0
"Mohammad Taghi Hajiaghayi","M",2005,0
"Erik D. Demaine","M",2005,0
"Rezaul Alam Chowdhury","M",2005,0
"Abraham Flaxman","M",2005,0
"Sariel Har-Peled","M",2005,0
"Yuichiro Miyamoto","M",2005,0
"Tomás Feder","M",2005,0
"Colin Cooper","M",2005,0
"Nikhil Bansal","M",2005,0
"Abraham D. Flaxman","M",2005,0
"Micha Sharir","M",2005,0
"Harald Räcke","M",2005,0
"Jochen Könemann","M",2005,0
"Julia Chuzhoy","F",2005,0
"Timothy M. Chan","M",2005,0
"Graham Cormode","M",2005,0
"Irit Katriel","F",2005,0
"Stefan Funke","M",2005,0
"Micha Sharir","M",2005,0
"Tomás Feder","M",2005,0
"Naveen Garg","M",2005,0
"Venkatesan Guruswami","M",2005,0
"Frédéric Magniez","M",2005,0
"Meng He 0001","M",2005,0
"Navin Goyal","M",2005,0
"Timothy M. Chan","M",2005,0
"Noam Berger","M",2005,0
"Erik D. Demaine","M",2005,0
"Philip N. Klein","M",2005,0
"Surender Baswana","M",2005,0
"Noga Alon","F",2005,0
"Tamal K. Dey","M",2005,0
"Amin Coja-Oghlan","M",2005,0
"James R. Lee","M",2005,0
"Hubert T.-H. Chan","M",2005,0
"Viraj Kumar","M",2005,0
"Mihai Badoiu","M",2005,0
"April Rasala Lehman","F",2005,0
"Andrei Z. Broder","M",2005,0
"Peter Bro Miltersen","M",2005,0
"Pankaj K. Agarwal","M",2005,0
"Michael Elkin","M",2005,0
"Rina Panigrahy","F",2005,0
"Boris Aronov","M",2005,0
"Julia Kempe","F",2005,0
"Micah Adler","M",2005,0
"Vladlen Koltun","M",2005,0
"Baruch Awerbuch","M",2005,0
"Bruno Codenotti","M",2005,0
"Jon Feldman","M",2005,0
"Stefan Gumhold","M",2005,0
"Fei Li","M",2005,0
"Van Nguyen","M",2005,0
"Joan Boyar","F",2005,0
"Friedrich Eisenbrand","M",2005,0
"Özgür Sümer","M",2005,0
"Kamal Jain","M",2005,0
"Marcelo H. de Carvalho","M",2005,0
"James Aspnes","M",2005,0
"Miroslav Chlebík","M",2005,0
"Amos Fiat","M",2005,0
"Pinar Heggernes","F",2005,0
"Colin Cooper","M",2005,0
"GaHyun Park","F",2005,0
"Nicholas J. A. Harvey","M",2005,0
"Ravi Krishna Kolluri","M",2005,0
"Boaz Ben-Moshe","M",2005,0
"Michael Krivelevich","M",2005,0
"Noga Alon","F",2005,0
"Hanno Lefmann","M",2005,0
"Nicole Immorlica","F",2005,0
"Zeev Nutov","M",2005,0
"Victor Y. Pan","M",2005,0
"Andris Ambainis","M",2005,0
"László Babai","M",2005,0
"Jeff Erickson","M",2005,0
"Erik D. Demaine","M",2006,0
"Guolong Lin","M",2006,0
"Tugkan Batu","M",2006,0
"Anna Lubiw","F",2006,0
"Noga Alon","F",2006,0
"Rezaul Alam Chowdhury","M",2006,0
"Domingos Dellamonica Jr.","M",2006,0
"Richard Cole 0001","M",2006,0
"Anupam Gupta","M",2006,0
"Valerie King","F",2006,0
"Martin Grohe","M",2006,0
"Michael T. Goodrich","M",2006,0
"James R. Lee","M",2006,0
"Manor Mendel","M",2006,0
"Amit Deshpande","M",2006,0
"Éric Colin de Verdière","M",2006,0
"Steven Butler","M",2006,0
"Shahar Dobzinski","M",2006,0
"Mateo Restrepo","M",2006,0
"Moshe Babaioff","M",2006,0
"Ivona Bezáková","F",2006,0
"Rina Panigrahy","F",2006,0
"Ernst Althaus","M",2006,0
"Sven Koenig","M",2006,0
"Susanne Albers","F",2006,0
"Bernd Gärtner","M",2006,0
"Stanislav Angelov","M",2006,0
"Moses Charikar","M",2006,0
"Micah Adler","M",2006,0
"Petros Drineas","M",2006,0
"Kamalika Chaudhuri","F",2006,0
"Gerth Stølting Brodal","M",2006,0
"Micha Sharir","M",2006,0
"Mark de Berg","M",2006,0
"Ke Chen 0006","M",2006,0
"Robert D. Kleinberg","M",2006,0
"Parikshit Gopalan","M",2006,0
"Varsha Dani","F",2006,0
"Ferdinando Cicalese","M",2006,0
"Petra Berenbrink","F",2006,0
"Moses Charikar","M",2006,0
"Vadim V. Lozin","M",2006,0
"Ivona Bezáková","F",2006,0
"Leonid Khachiyan","M",2006,0
"László Babai","M",2006,0
"Peter Bro Miltersen","M",2006,0
"Chengwen Chris Wang","M",2006,0
"Alexandr Andoni","M",2006,0
"Oswin Aichholzer","M",2006,0
"Lisa Fleischer","F",2006,0
"Min Chih Lin","F",2006,0
"Loukas Georgiadis","M",2006,0
"Klaus Jansen","M",2006,0
"Zoë Abrams","F",2006,0
"Shakhar Smorodinsky","M",2006,0
"Michael Kaufmann 0001","M",2006,0
"Bruno Codenotti","M",2006,0
"Mohammad Taghi Hajiaghayi","M",2006,0
"Mike Paterson","M",2006,0
"Mohammad Taghi Hajiaghayi","M",2006,0
"Philippe Baptiste","M",2006,0
"Sergio Cabello","M",2006,0
"Gianni Franceschini","M",2006,0
"Ephraim Korach","M",2006,0
"Antar Bandyopadhyay","M",2006,0
"Wolfgang W. Bein","M",2006,0
"Marcin Jurdzinski","M",2006,0
"Virginia Vassilevska","F",2006,0
"Alan M. Frieze","M",2006,0
"Nicholas J. A. Harvey","M",2006,0
"Jeff Edmonds","M",2006,0
"Eldar Fischer","M",2006,0
"Lakshminath Bhuvanagiri","M",2006,0
"Mohammad Taghi Hajiaghayi","M",2006,0
"Timothy M. Chan","M",2006,0
"Michael Krivelevich","M",2006,0
"Alexander Kröller","M",2006,0
"Piotr Berman","M",2006,0
"Patrick Briest","M",2006,0
"Zoya Svitkina","F",2006,0
"Timothy M. Chan","M",2006,0
"Sanjeev Arora","M",2006,0
"Fedor V. Fomin","M",2006,0
"Don Coppersmith","M",2006,0
"Arist Kojevnikov","M",2006,0
"Dana Randall","F",2006,0
"Kamal Jain","M",2006,0
"Sudipto Guha","M",2006,0
"Moses Charikar","M",2006,0
"Camil Demetrescu","M",2006,0
"Gagan Aggarwal","M",2006,0
"Nir Ailon","M",2006,0
"Ming Li 0001","M",2006,0
"Rakesh V. Vohra","M",2006,0
"Fabian Kuhn","M",2006,0
"Daniel Golovin","M",2006,0
"Jesús A. De Loera","M",2006,0
"Deepak Agarwal","M",2006,0
"Daniela Kühn","F",2006,0
"Haim Kaplan","M",2006,0
"Nikhil Bansal","M",2006,0
"Krishnendu Chatterjee","M",2006,0
"Kunihiko Sadakane","M",2006,0
"Philipp Woelfel","M",2006,0
"Vladimir G. Deineko","M",2006,0
"Kedar Dhamdhere","M",2006,0
"Jie Gao","F",2006,0
"Kevin L. Chang","M",2006,0
"Alexander Golynski","M",2006,0
"Deepak Ajwani","M",2006,0
"Mikkel Thorup","M",2006,0
"Robert Krauthgamer","M",2006,0
"Pankaj K. Agarwal","M",2006,0
"David Arthur","M",2006,0
"Anupam Gupta","M",2006,0
"Harold N. Gabow","M",2006,0
"Sang-il Oum","M",2006,0
"Adam Meyerson","M",2006,0
"Jan Obdrzálek","M",2006,0
"Hubert T.-H. Chan","M",2006,0
"Micah Adler","M",2006,0
"Olaf A. Hall-Holt","M",2006,0
"Yuval Emek","M",2006,0
"Prosenjit Bose","M",2006,0
"Ioannis Giotis 0001","M",2006,0
"Anthony Man-Cho So","M",2006,0
"Harry Buhrman","M",2006,0
"Sudipto Guha","M",2006,0
"Nikhil Bansal","M",2007,0
"Spyros Angelopoulos 0001","M",2007,0
"Fei Li","M",2007,0
"Haim Kaplan","M",2007,0
"Ken-ichi Kawarabayashi","M",2007,0
"László Babai","M",2007,0
"David Eppstein","M",2007,0
"Raphael Yuster","M",2007,0
"Sergio Cabello","M",2007,0
"Leonidas J. Guibas","M",2007,0
"Daniel Fernholz","M",2007,0
"Aravind Srinivasan","M",2007,0
"Ittai Abraham","M",2007,0
"Edgar A. Ramos","M",2007,0
"Spyros Angelopoulos 0001","M",2007,0
"Robert D. Carr","M",2007,0
"Andrew M. Childs","M",2007,0
"George Christodoulou 0001","M",2007,0
"Milan Ruzic","M",2007,0
"Mickey Brautbar","M",2007,0
"Irene Finocchi","F",2007,0
"Kamalika Chaudhuri","F",2007,0
"David Gamarnik","M",2007,0
"Mihai Badoiu","M",2007,0
"Patrick Briest","M",2007,0
"Eyal Even-Dar","M",2007,0
"David Galvin","M",2007,0
"Günter Rote","M",2007,0
"Paul Hunter","M",2007,0
"Erik D. Demaine","M",2007,0
"Max A. Alekseyev","M",2007,0
"Adam D. Smith","M",2007,0
"Julie Anne Cain","F",2007,0
"Ryan Williams 0001","M",2007,0
"Jesper Jansson","M",2007,0
"Kazuo Iwama","M",2007,0
"Liam Roditty","M",2007,0
"Nir Ailon","M",2007,0
"Adrian Dumitrescu","M",2007,0
"Alin Bostan","M",2007,0
"Parikshit Gopalan","M",2007,0
"Yoav Giyora","M",2007,0
"Tetsuo Asano","M",2007,0
"Maria Chudnovsky","F",2007,0
"Matthew Andrews","M",2007,0
"Ravi Kannan","M",2007,0
"Piotr Sankowski","M",2007,0
"Mohammad Ali Abam","M",2007,0
"Steve Chien","M",2007,0
"Mihai Patrascu","M",2007,0
"Julia Böttcher","F",2007,0
"David Arthur","M",2007,0
"Baruch Awerbuch","M",2007,0
"Joseph S. B. Mitchell","M",2007,0
"Frank Nielsen","M",2007,0
"Mohammad Taghi Hajiaghayi","M",2007,0
"Richard M. Karp","M",2007,0
"Artur Czumaj","M",2007,0
"Jan M. Hochstein","M",2007,0
"Philippe Flajolet","M",2007,0
"Edith Elkind","F",2007,0
"Nina Amenta","F",2007,0
"Sergio Cabello","M",2007,0
"Anirban Dasgupta 0001","M",2007,0
"Graham R. Brightwell","M",2007,0
"Monika Rauch Henzinger","F",2007,0
"Stefan Funke","M",2007,0
"Matthias Englert","M",2007,0
"Manuel Bodirsky","M",2007,0
"Amit Chakrabarti","M",2007,0
"Ramesh Hariharan","M",2007,0
"Dave Bacon","M",2007,0
"Chandra Chekuri","M",2007,0
"Henning Bruhn","M",2007,0
"Ioannis Koutis","M",2007,0
"Alan M. Frieze","M",2007,0
"Gorjan Alagic","M",2007,0
"Jing Xiao","F",2007,0
"Andrew McGregor 0001","M",2007,0
"Xiaoming Sun","F",2007,0
"Ayelet Butman","F",2007,0
"Moses Charikar","M",2007,0
"Amos Fiat","M",2007,0
"Nicholas J. A. Harvey","M",2007,0
"Paolo Ferragina","M",2007,0
"Julien Robert","M",2007,0
"Moses Charikar","M",2007,0
"Yuji Matsuoka","M",2007,0
"Anke van Zuylen","F",2007,0
"Noga Alon","F",2007,0
"Moshe Babaioff","M",2007,0
"David R. Karger","M",2007,0
"Yogeshwer Sharma","M",2007,0
"Nikhil Bansal","M",2007,0
"Fabián A. Chudak","M",2007,0
"Jérémie Chalopin","M",2007,0
"Rajat Bhattacharjee","M",2007,0
"Erik D. Demaine","M",2007,0
"Matthias Englert","M",2007,0
"Luc Devroye","M",2007,0
"Tsvi Kopelowitz","M",2007,0
"Vadim V. Lozin","M",2007,0
"Ahuva Mu'alem","F",2007,0
"Leszek Gasieniec","M",2007,0
"Asaf Shapira","M",2007,0
"Amnon Ta-Shma","M",2007,0
"Ning Chen","F",2007,0
"Satoru Iwata","M",2007,0
"David Applegate","M",2007,0
"Martin Marciniszyn","M",2007,0
"Wenceslas Fernandez de la Vega","M",2007,0
"Artur Czumaj","M",2007,0
"Andrea Montanari","F",2007,0
"Qingbo Cai","M",2007,0
"Anupam Gupta","M",2007,0
"Constantinos Daskalakis","M",2007,0
"Adam L. Buchsbaum","M",2007,0
"Roee Engelberg","M",2007,0
"Goran Konjevod","M",2007,0
"Sudipto Guha","M",2007,0
"Liam Roditty","M",2007,0
"Nir Andelman","M",2007,0
"Xi Chen","M",2007,0
"James Aspnes","M",2007,0
"Nikhil Bansal","M",2007,0
"Luca Allulli","M",2007,0
"Chaitanya Swamy","M",2007,0
"Jérémy Barbay","M",2007,0
"Piotr Indyk","M",2007,0
"Olivier Devillers","M",2008,0
"David Eppstein","M",2008,0
"Nir Ailon","M",2008,0
"Uriel Feige","M",2008,0
"Funda Ergün","F",2008,0
"Persi Diaconis","M",2008,0
"Boris Aronov","M",2008,0
"Frédéric Havet","M",2008,0
"Ning Chen","F",2008,0
"Jon Feldman","M",2008,0
"Andrei Z. Broder","M",2008,0
"Ido Ben-Eliezer","M",2008,0
